Unit,,g,kg CO2 eq,kg CFC11 eq,kBq U-235 eq,kg NMVOC eq,disease inc.,CTUh,CTUh,mol H+ eq,kg P eq,kg N eq,mol N eq,CTUe,Pt,m3 depriv.,MJ,kg Sb eq,mPt,,,,mPt,kg CO2 eq
Food item in AGB 3.1 (SimaPro name),Food item in AGB 3.1 (short name),Serving size (g),Climate change per kg,Ozone depletion,Ionising radiation,Photochemical ozone formation,Particulate matter,"Human toxicity, non-cancer","Human toxicity, cancer",Acidification,"Eutrophication, freshwater","Eutrophication, marine","Eutrophication, terrestrial","Ecotoxicity, freshwater",Land use,Water use,"Resource use, fossils","Resource use, minerals and metals",Single score per kg,CIQUAL code,Food group,Food sub group,Single score per serving,Climate change per serving
"Rapeseed oil, processed in FR | Ambient (long) | PET | at supermarket {FR} S",Rapeseed oil,10,3.210350105,1.03E-06,0.29625264,0.009701038,2.73E-07,1.42E-07,3.91E-09,0.034500201,0.00055323,0.021701214,0.157731407,42.80517708,289.5346321,0.431014633,28.65906346,3.40E-05,0.402796738,17130,fats,vegetable oils,0.004027967,0.032103501
"Sesame oil, processed in FR | Ambient (long) | PET | at supermarket {FR} S",Sesame oil,10,3.210350105,1.03E-06,0.29625264,0.009701038,2.73E-07,1.42E-07,3.91E-09,0.034500201,0.00055323,0.021701214,0.157731407,42.80517708,289.5346321,0.431014633,28.65906346,3.40E-05,0.402796738,17400,fats,vegetable oils,0.004027967,0.032103501
"Frying oil, processed in FR | Ambient (long) | PET | at supermarket {FR} S",Frying oil,10,2.685294806,9.98E-07,0.297556271,0.009399951,1.85E-07,1.36E-07,8.08E-09,0.024006522,0.001203057,0.027642388,0.109452194,81.02454717,501.6757641,1.106611067,24.08045706,2.82E-05,0.403922551,16128,fats,vegetable oils,0.004039226,0.026852948
"Sunflower oil, processed in FR | Ambient (long) | PET | at supermarket {FR} S",Sunflower oil,10,2.554031398,9.91E-07,0.297882222,0.00932468,1.63E-07,1.35E-07,9.12E-09,0.021383106,0.001365514,0.029127679,0.097382402,90.57939713,554.7109956,1.275512416,22.9358084,2.67E-05,0.404204025,17440,fats,vegetable oils,0.00404204,0.025540314
"Candies, all types, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Candies, all types",30,1.646427365,1.48E-07,0.555620096,0.008754104,2.40E-07,4.72E-08,2.07E-09,0.033958259,0.000434708,0.014441377,0.140067525,107.2662302,168.309706,13.39740688,28.33756731,1.25E-05,0.405111798,31003,sugary products,non-chocolate confectionary,0.012153354,0.049392821
"Soft caramel candy, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Soft caramel candy,30,1.646427365,1.48E-07,0.555620096,0.008754104,2.40E-07,4.72E-08,2.07E-09,0.033958259,0.000434708,0.014441377,0.140067525,107.2662302,168.309706,13.39740688,28.33756731,1.25E-05,0.405111798,31081,sugary products,non-chocolate confectionary,0.012153354,0.049392821
"Sugar-coated almond, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Sugar-coated almond,30,1.646427365,1.48E-07,0.555620096,0.008754104,2.40E-07,4.72E-08,2.07E-09,0.033958259,0.000434708,0.014441377,0.140067525,107.2662302,168.309706,13.39740688,28.33756731,1.25E-05,0.405111798,31036,sugary products,non-chocolate confectionary,0.012153354,0.049392821
"Focaccia, filled, processed in FR | Chilled | LDPE | at supermarket {FR} S","Focaccia, filled",140,3.064771698,4.91E-07,1.18291684,0.007309468,3.17E-07,6.17E-08,2.54E-09,0.043578221,0.000528961,0.013391318,0.182964845,39.35548676,176.0558348,3.23543293,43.87281067,1.32E-05,0.405403057,7811,ready meals and starters,sandwiches,0.056756428,0.429068038
"Cane molasses, processed in FR | Ambient (long) | PVC | at supermarket {FR} S",Cane molasses,20,1.222234917,2.15E-07,0.15662365,0.005204941,1.10E-07,2.55E-07,1.94E-08,0.014540329,0.00035011,0.005995945,0.059985908,439.402373,92.11874226,8.65098979,11.65120897,8.05E-06,0.407181948,31067,sugary products,"sugars, honey and similar",0.008143639,0.024444698
"Pizza, ham cheese and mushrooms, processed in FR | Chilled | Cardboard | at supermarket {FR} S","Pizza, ham cheese and mushrooms",140,3.185231291,3.92E-07,1.020491447,0.006455982,2.62E-07,4.78E-08,2.06E-09,0.034017716,0.000466013,0.012135633,0.14155518,36.3146048,124.4038273,9.148784423,43.12762474,1.20E-05,0.407628524,25548,ready meals and starters,"pizzas, crepe and pies",0.057067993,0.445932381
"Rice noodle, dried, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Rice noodle, dried",45,1.366408128,1.02E-07,0.378976961,0.005488531,9.49E-08,2.60E-07,7.46E-10,0.014352863,0.000283151,0.009058852,0.052127659,25.1080761,31.67361547,29.22042271,20.64886855,7.41E-06,0.408202618,9900,cereal products,"pasta, rice and grains",0.018369118,0.061488366
"Macaroon, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S",Macaroon,30,1.805678363,1.60E-07,0.601246393,0.008155104,2.93E-07,5.25E-08,2.23E-09,0.040856838,0.000471631,0.014856734,0.172441923,95.4962764,172.0237276,11.02688351,26.11111667,1.19E-05,0.409129113,23027,cereal products,breakfast cereals and biscuits,0.012273873,0.054170351
"Baker's yeast, dehydrated, processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Baker's yeast, dehydrated",7,5.609021442,7.37E-07,0.149893661,0.009189588,7.53E-08,4.66E-08,1.08E-09,0.012302787,0.000706263,0.015917154,0.039109066,98.65287379,241.0646168,0.390247093,82.93905051,5.38E-06,0.40917309,11045,culinary aids and other ingredients,miscellaneous ingredients for vegetarian,0.002864212,0.03926315
"Baking powder or raising agent, processed in FR | Ambient (long) | Paper | at supermarket {FR} S",Baking powder or raising agent,0.6,5.609021442,7.37E-07,0.149893661,0.009189588,7.53E-08,4.66E-08,1.08E-09,0.012302787,0.000706263,0.015917154,0.039109066,98.65287379,241.0646168,0.390247093,82.93905051,5.38E-06,0.40917309,11046,culinary aids and other ingredients,miscellaneous ingredients for vegetarian,0.000245504,0.003365413
"Nutritional yeast, processed in FR | Ambient (long) | Paper | at supermarket {FR} S",Nutritional yeast,5,5.609021442,7.37E-07,0.149893661,0.009189588,7.53E-08,4.66E-08,1.08E-09,0.012302787,0.000706263,0.015917154,0.039109066,98.65287379,241.0646168,0.390247093,82.93905051,5.38E-06,0.40917309,11009,culinary aids and other ingredients,miscellaneous ingredients for vegetarian,0.002045865,0.028045107
"Plum, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Plum, raw",80,0.716325548,1.41E-07,0.058878044,0.005805256,3.72E-08,2.82E-08,1.19E-09,0.006577327,0.000285438,0.00252284,0.027199208,74.84898861,786.689617,31.41684439,9.242061607,4.13E-06,0.410656248,13100,"fruits, vegetables, legumes and oilseeds",fruits,0.0328525,0.057306044
"Morello cherry, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Morello cherry, raw",80,0.721148486,1.41E-07,0.088875703,0.005819158,3.75E-08,2.83E-08,1.20E-09,0.006606491,0.000287128,0.00252923,0.027249165,74.86792097,786.7217382,31.42987272,9.89939814,4.32E-06,0.412476855,13110,"fruits, vegetables, legumes and oilseeds",fruits,0.032998148,0.057691879
"Pizza, cheese and mushrooms, processed in FR | Chilled | Cardboard | at supermarket {FR} S","Pizza, cheese and mushrooms",140,3.106670446,1.73E-07,0.710607242,0.005918373,1.65E-07,4.57E-08,1.63E-09,0.019427443,0.000416938,0.011288179,0.076515725,32.0428345,96.85093808,17.77802591,43.29504085,1.11E-05,0.412611823,25477,ready meals and starters,"pizzas, crepe and pies",0.057765655,0.434933863
"Greengage plum, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Greengage plum, raw",80,0.723410449,1.42E-07,0.090156789,0.005821915,3.75E-08,2.83E-08,1.20E-09,0.006610152,0.000287266,0.002529948,0.027255994,74.87951533,786.7242289,31.43002078,9.95861911,4.33E-06,0.412662334,13041,"fruits, vegetables, legumes and oilseeds",fruits,0.033012987,0.057872836
"Combined oil (blended vegetable oils), processed in FR | Ambient (long) | PET | at supermarket {FR} S",Combined oil (blended vegetable oils),10,2.995273667,1.01E-06,0.29264846,0.009807133,2.42E-07,1.47E-07,5.91E-09,0.031385907,0.000889018,0.025496209,0.142283266,59.71006277,410.4451332,0.815791351,26.71515829,3.16E-05,0.415513337,17700,fats,vegetable oils,0.004155133,0.029952737
"Pizza, four cheeses, processed in FR | Chilled | Cardboard | at supermarket {FR} S","Pizza, four cheeses",140,3.22224113,1.89E-07,0.829292376,0.006415721,4.16E-07,5.33E-08,1.89E-09,0.057975148,0.000438973,0.014855359,0.249798709,24.18170499,244.5845224,1.840498113,30.47477444,9.39E-06,0.416954381,25478,ready meals and starters,"pizzas, crepe and pies",0.058373613,0.451113758
"Palm oil, processed in FR | Ambient (long) | PET | at supermarket {FR} S",Palm oil,10,5.574987468,8.62E-07,0.161470971,0.013111502,2.89E-07,5.10E-08,2.49E-09,0.021520476,0.000274647,0.029496357,0.08402158,28.47918993,134.625203,1.821664105,31.98637201,2.66E-05,0.417006405,16129,fats,vegetable oils,0.004170064,0.055749875
"Baker's yeast, compressed, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Baker's yeast, compressed",7,5.712381097,7.50E-07,0.160387253,0.00951195,8.32E-08,4.75E-08,1.13E-09,0.012769357,0.000739556,0.016165695,0.040584089,99.31473476,243.4361732,0.420458295,84.35219377,5.85E-06,0.418603538,11010,culinary aids and other ingredients,miscellaneous ingredients for vegetarian,0.002930225,0.039986668
"Biscuit (cookie), assortment of miniature sweets and biscuits, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Biscuit (cookie), assortment of miniature sweets and biscuits",30,3.442283932,1.59E-07,0.752741401,0.007275301,3.62E-07,8.20E-08,2.78E-09,0.05107617,0.000562351,0.016081688,0.21964844,49.11954331,219.4475958,2.414892972,27.69421595,1.20E-05,0.419680813,24011,cereal products,breakfast cereals and biscuits,0.012590424,0.103268518
"Biscuit (cookie), cat tongue type, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Biscuit (cookie), cat tongue type",30,3.442283932,1.59E-07,0.752741401,0.007275301,3.62E-07,8.20E-08,2.78E-09,0.05107617,0.000562351,0.016081688,0.21964844,49.11954331,219.4475958,2.414892972,27.69421595,1.20E-05,0.419680813,24441,cereal products,breakfast cereals and biscuits,0.012590424,0.103268518
"Country-style pate with mushrooms, processed in FR | Ambient (long) | Steel | at supermarket {FR} S",Country-style pâté with mushrooms,55,3.16265563,1.57E-07,0.770440568,0.006692629,2.21E-07,7.23E-08,3.21E-09,0.027299439,0.00049902,0.011532946,0.111275335,38.82248158,114.1464139,13.64263901,41.51267307,1.31E-05,0.421078797,8250,"meat, eggs, fish",delicatessen meat and similar,0.023159334,0.17394606
"Instant cocoa or chocolate beverage, with sugar, fortified with vitamins and chemical elements, ready-to-drink (reconstituted with standard semi-skimm, processed in FR | Ambient (long) | PET | at supermarket {FR} S","Instant cocoa or chocolate beverage, with sugar, fortified with vitamins and chemical elements, ready-to-drink (reconstituted with standard semi-skimm",15,6.969851431,8.64E-07,0.21694366,0.012326711,1.71E-07,-6.99E-10,2.98E-09,0.02031042,0.000790609,0.018831286,0.08152881,19.78487984,267.2390517,2.085685697,25.60064043,2.59E-05,0.422322598,18106,beverages,non-alcoholic beverages,0.006334839,0.104547771
"Rillette, fish, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Rillette, fish",55,2.846029815,4.38E-07,0.694559756,0.036110385,4.49E-07,3.63E-08,2.97E-09,0.058450375,0.000319332,0.015472234,0.169326908,24.3920449,58.77544646,0.698039172,41.37787364,1.82E-05,0.425111722,8080,"meat, eggs, fish",fish products,0.023381145,0.15653164
"Rillettes, tuna, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Rillettes, tuna",55,2.846029815,4.38E-07,0.694559756,0.036110385,4.49E-07,3.63E-08,2.97E-09,0.058450375,0.000319332,0.015472234,0.169326908,24.3920449,58.77544646,0.698039172,41.37787364,1.82E-05,0.425111722,8082,"meat, eggs, fish",fish products,0.023381145,0.15653164
"Alfalfa seeds, sprouted, raw, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Alfalfa seeds, sprouted, raw",30,1.51324342,1.04E-07,0.169934126,0.007264642,3.78E-07,1.75E-07,4.35E-09,0.053161762,0.001507479,0.029284262,0.229260126,20.65508729,287.3154424,5.248798631,17.41806542,1.15E-05,0.425177668,15029,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.01275533,0.045397303
"Alphalfa seeds, raw, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Alphalfa seeds, raw",30,1.51324342,1.04E-07,0.169934126,0.007264642,3.78E-07,1.75E-07,4.35E-09,0.053161762,0.001507479,0.029284262,0.229260126,20.65508729,287.3154424,5.248798631,17.41806542,1.15E-05,0.425177668,15032,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.01275533,0.045397303
"Cucurbitacea, seed, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Cucurbitacea, seed",30,1.51324342,1.04E-07,0.169934126,0.007264642,3.78E-07,1.75E-07,4.35E-09,0.053161762,0.001507479,0.029284262,0.229260126,20.65508729,287.3154424,5.248798631,17.41806542,1.15E-05,0.425177668,15028,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.01275533,0.045397303
"Seeds, chia, dried, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Seeds, chia, dried",30,1.51324342,1.04E-07,0.169934126,0.007264642,3.78E-07,1.75E-07,4.35E-09,0.053161762,0.001507479,0.029284262,0.229260126,20.65508729,287.3154424,5.248798631,17.41806542,1.15E-05,0.425177668,15047,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.01275533,0.045397303
"Cheese in puff pastry, processed in FR | Chilled | Cardboard | at supermarket {FR} S",Cheese in puff pastry,85,3.956097975,1.88E-07,0.833504517,0.007691905,3.39E-07,9.07E-08,2.86E-09,0.047929203,0.000587852,0.015968014,0.205066079,48.43573701,234.568085,1.740708991,29.79253658,1.26E-05,0.425663082,25401,ready meals and starters,savoury pastries and other starters,0.036181362,0.336268328
"Salad dressing, (50-75% of oil), prepacked, processed in FR | Chilled | PVC | at supermarket {FR} S","Salad dressing, (50-75% of oil), prepacked",30,2.618237083,3.59E-07,0.878894864,0.010016402,2.51E-07,1.65E-07,4.63E-09,0.031576307,0.000702051,0.020599406,0.133237699,46.37841603,349.709119,4.184784703,40.93581032,2.45E-05,0.426562861,11110,culinary aids and other ingredients,sauces,0.012796886,0.078547113
"Uncured soft cheese, spreadable, around 20% fat, in a tub, processed in FR | Chilled | LDPE | at supermarket {FR} S","Uncured soft cheese, spreadable, around 20% fat, in a tub",30,4.516476256,1.98E-07,0.528398979,0.008090091,3.20E-07,9.72E-08,2.76E-09,0.045782986,0.000689584,0.015371579,0.192766431,45.92958272,237.4276702,1.744839397,26.84789665,1.25E-05,0.426578309,12340,milk and dairy products,cheese and similar,0.012797349,0.135494288
"Madeleine cake, pure butter, processed in FR | Ambient (long) | PS | at supermarket {FR} S","Madeleine cake, pure butter",30,3.452164558,1.49E-07,0.740147918,0.007524832,3.70E-07,8.04E-08,2.79E-09,0.052382745,0.000528408,0.015906067,0.22414068,49.60904065,212.6557755,2.605707715,30.8280096,1.14E-05,0.426669612,24630,cereal products,cakes and pastry,0.012800088,0.103564937
"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, processed in FR | Chilled | Cardboard | at supermarket {FR} S","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",195,3.312063369,1.67E-07,0.700268653,0.005725314,1.57E-07,3.56E-08,1.44E-09,0.017401677,0.000407134,0.010295002,0.067527161,30.88262756,72.61329451,20.27485425,45.78223342,1.05E-05,0.427191374,25581,ready meals and starters,"pizzas, crepe and pies",0.083302318,0.645852357
"Squid and spicy tomato sauce pie, processed in FR | Chilled | Cardboard | at supermarket {FR} S",Squid and spicy tomato sauce pie,140,2.435560742,4.65E-07,0.715777927,0.036274229,4.45E-07,4.31E-08,2.27E-09,0.058028723,0.000277172,0.017714136,0.168405101,20.12055491,99.36612392,2.583728998,42.744744,1.22E-05,0.427532161,26268,ready meals and starters,"pizzas, crepe and pies",0.059854503,0.340978504
"Speculoos biscuit, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S",Speculoos biscuit,30,3.220702857,1.70E-07,0.71316219,0.007064259,2.77E-07,1.37E-07,7.66E-09,0.038955784,0.000513627,0.014465351,0.1665818,159.4467849,213.2968911,3.579197125,25.79450332,1.12E-05,0.428397833,24009,cereal products,breakfast cereals and biscuits,0.012851935,0.096621086
"Duck egg, raw, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","Duck egg, raw",50,2.490853894,1.44E-07,0.286892347,0.00692487,4.77E-07,7.51E-08,2.96E-09,0.066791231,0.000649291,0.014741786,0.290975212,63.80156134,188.5558724,3.445663102,16.60590439,9.19E-06,0.429484922,22060,"meat, eggs, fish",eggs,0.021474246,0.124542695
"Egg, raw, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","Egg, raw",50,2.490853894,1.44E-07,0.286892347,0.00692487,4.77E-07,7.51E-08,2.96E-09,0.066791231,0.000649291,0.014741786,0.290975212,63.80156134,188.5558724,3.445663102,16.60590439,9.19E-06,0.429484922,22000,"meat, eggs, fish",eggs,0.021474246,0.124542695
"Goose egg, raw, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","Goose egg, raw",50,2.490853894,1.44E-07,0.286892347,0.00692487,4.77E-07,7.51E-08,2.96E-09,0.066791231,0.000649291,0.014741786,0.290975212,63.80156134,188.5558724,3.445663102,16.60590439,9.19E-06,0.429484922,22070,"meat, eggs, fish",eggs,0.021474246,0.124542695
"Turkey egg, raw, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","Turkey egg, raw",50,2.490853894,1.44E-07,0.286892347,0.00692487,4.77E-07,7.51E-08,2.96E-09,0.066791231,0.000649291,0.014741786,0.290975212,63.80156134,188.5558724,3.445663102,16.60590439,9.19E-06,0.429484922,22080,"meat, eggs, fish",eggs,0.021474246,0.124542695
"Pound cake, prepacked, processed in FR | Ambient (long) | PS | at supermarket {FR} S","Pound cake, prepacked",80,3.606912613,1.49E-07,0.745259096,0.007620951,3.64E-07,8.28E-08,2.79E-09,0.051685723,0.000523782,0.016109321,0.220948499,48.93354152,218.9192241,2.52615252,30.94911718,1.17E-05,0.429490998,23081,cereal products,cakes and pastry,0.03435928,0.288553009
"White rice, cooked, with vegetables and meat, processed in FR | Chilled | PP | at supermarket {FR} S","White rice, cooked, with vegetables and meat",140,2.421836835,2.79E-07,1.223312642,0.006308838,2.76E-07,1.22E-07,2.00E-09,0.03820958,0.00044396,0.012565125,0.160212836,39.58461715,126.8209163,11.84870657,41.77510365,1.12E-05,0.430176264,25185,ready meals and starters,ready meals,0.060224677,0.339057157
"Mayonnaise flavoured with garlic, chilli pepper and fish broth, prepacked, processed in FR | Ambient (long) | PVC | at supermarket {FR} S","Mayonnaise flavoured with garlic, chilli pepper and fish broth, prepacked",15,2.582392388,3.06E-07,0.722896657,0.009309101,2.87E-07,1.51E-07,4.48E-09,0.037932658,0.000700838,0.021051101,0.164739169,51.17263589,352.8114698,4.519486276,35.16111341,1.87E-05,0.43057927,11205,culinary aids and other ingredients,sauces,0.006458689,0.038735886
"Mozzarella cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Mozzarella cheese, from cow's milk",30,4.586762089,1.99E-07,0.52806776,0.008197117,3.26E-07,9.89E-08,2.80E-09,0.046602251,0.000694941,0.015626495,0.196384133,46.76206908,242.0045944,1.764593354,26.89999664,1.27E-05,0.432916279,19590,milk and dairy products,cheese and similar,0.012987488,0.137602863
"Coated chocolate bar without biscuit, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S",Coated chocolate bar without biscuit,30,5.615111723,1.44E-07,0.670191447,0.01000187,2.65E-07,6.08E-08,3.26E-09,0.035978735,0.0007037,0.019061859,0.152378768,38.00842756,281.9168524,1.509713114,29.27555049,1.04E-05,0.432975143,31001,sugary products,chocolate and chocolate products,0.012989254,0.168453352
"Cherry, pitted, raw, processed in FR | Ambient (average) | LDPE | at supermarket {FR} S","Cherry, pitted, raw",80,0.930648504,1.51E-07,0.119826664,0.006627357,4.57E-08,2.98E-08,1.28E-09,0.007543957,0.000360159,0.002720367,0.029169371,75.46320783,787.9806877,31.66124983,15.50083255,5.38E-06,0.434274576,13008,"fruits, vegetables, legumes and oilseeds",fruits,0.034741966,0.07445188
"Sauce, pesto rosso, prepacked, processed in FR | Chilled | PVC | at supermarket {FR} S","Sauce, pesto rosso, prepacked",50,2.513387739,2.57E-07,0.771898385,0.007858567,2.78E-07,1.10E-07,3.11E-09,0.038356892,0.000621709,0.018500857,0.160672729,35.88384116,319.5496517,9.712995821,32.52399288,1.68E-05,0.437670053,11210,culinary aids and other ingredients,sauces,0.021883503,0.125669387
"Sauce, pesto, prepacked, processed in FR | Chilled | PVC | at supermarket {FR} S","Sauce, pesto, prepacked",50,2.513387739,2.57E-07,0.771898385,0.007858567,2.78E-07,1.10E-07,3.11E-09,0.038356892,0.000621709,0.018500857,0.160672729,35.88384116,319.5496517,9.712995821,32.52399288,1.68E-05,0.437670053,11179,culinary aids and other ingredients,sauces,0.021883503,0.125669387
"Solid vegetable fat (margarine type), for frying, processed in FR | Chilled | PP | at supermarket {FR} S","Solid vegetable fat (margarine type), for frying",10,2.754036718,2.82E-07,0.367537621,0.010413359,2.76E-07,1.67E-07,4.94E-09,0.036336377,0.000718054,0.023603613,0.161226003,53.57902252,417.6196884,4.971688862,30.46835515,1.74E-05,0.437958056,16080,fats,vegetable oils,0.004379581,0.027540367
"Potato salad, piemontaise-style, prepacked, processed in FR | Chilled | PS | at supermarket {FR} S","Potato salad, piémontaise-style, prepacked",140,3.068029012,5.49E-07,1.13064337,0.007829897,3.78E-07,6.80E-08,2.85E-09,0.051752675,0.000534007,0.014764192,0.220066878,47.95490732,185.5481917,3.173213039,43.73394849,1.32E-05,0.438106315,25609,ready meals and starters,mixed salads,0.061334884,0.429524062
"Sandwich made with French bread, dry sausage and butter, processed in FR | Chilled | LDPE | at supermarket {FR} S","Sandwich made with French bread, dry sausage and butter",140,3.388445272,1.81E-07,1.476761809,0.00748969,3.64E-07,5.38E-08,2.69E-09,0.050678055,0.000546389,0.014867143,0.215301981,44.29236946,187.0945811,2.036746753,47.77635387,1.31E-05,0.439201045,25520,ready meals and starters,sandwiches,0.061488146,0.474382338
"Sandwich made with French bread, merguez sausage, ketchup and mustard, processed in FR | Chilled | LDPE | at supermarket {FR} S","Sandwich made with French bread, merguez sausage, ketchup and mustard",140,3.388445272,1.81E-07,1.476761809,0.00748969,3.64E-07,5.38E-08,2.69E-09,0.050678055,0.000546389,0.014867143,0.215301981,44.29236946,187.0945811,2.036746753,47.77635387,1.31E-05,0.439201045,25535,ready meals and starters,sandwiches,0.061488146,0.474382338
"Nougat, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Nougat,30,1.924664302,1.86E-07,0.586751806,0.009827894,2.73E-07,6.22E-08,2.46E-09,0.038093841,0.00049127,0.014827552,0.157036587,113.8612775,182.9156346,13.42361174,31.09862669,1.38E-05,0.440446939,31033,sugary products,non-chocolate confectionary,0.013213408,0.057739929
"Saint-Marcellin cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Saint-Marcellin cheese, from cow's milk",30,4.67093823,2.00E-07,0.527671174,0.008325293,3.32E-07,1.01E-07,2.86E-09,0.047583432,0.000701357,0.015931788,0.200716823,47.75906087,247.4860278,1.788271691,26.96240032,1.28E-05,0.440506974,12049,milk and dairy products,cheese and similar,0.013215209,0.140128147
"Mix of salted grains/nuts and raisins, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Mix of salted grains/nuts and raisins,30,1.825894928,1.78E-07,0.219800447,0.009102082,2.22E-07,6.37E-08,2.61E-09,0.032296408,0.000643528,0.017868121,0.130048312,71.35529638,261.2135298,18.72967152,21.68267192,1.38E-05,0.440946203,15018,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.013228386,0.054776848
"Mix of unsalted grains/nuts and dried fruit, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Mix of unsalted grains/nuts and dried fruit,30,1.825894928,1.78E-07,0.219800447,0.009102082,2.22E-07,6.37E-08,2.61E-09,0.032296408,0.000643528,0.017868121,0.130048312,71.35529638,261.2135298,18.72967152,21.68267192,1.38E-05,0.440946203,15048,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.013228386,0.054776848
"Mix of unsalted grains/nuts and raisins, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Mix of unsalted grains/nuts and raisins,30,1.825894928,1.78E-07,0.219800447,0.009102082,2.22E-07,6.37E-08,2.61E-09,0.032296408,0.000643528,0.017868121,0.130048312,71.35529638,261.2135298,18.72967152,21.68267192,1.38E-05,0.440946203,15049,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.013228386,0.054776848
"Crouton with garlic, herbs or onions, prepacked, processed in FR | Ambient (short) | Cardboard | at supermarket {FR} S","Crouton with garlic, herbs or onions, prepacked",7,1.007104119,2.05E-07,0.557880576,0.00842507,2.47E-07,1.68E-07,3.71E-09,0.033628226,0.000521471,0.01631313,0.138848625,48.47510883,450.9574273,15.46957623,28.27199888,1.74E-05,0.441027552,38500,cereal products,Breads and viennese pastries,0.003087193,0.007049729
"Croutons, processed in FR | Ambient (short) | Cardboard | at supermarket {FR} S",Croutons,7,1.007104119,2.05E-07,0.557880576,0.00842507,2.47E-07,1.68E-07,3.71E-09,0.033628226,0.000521471,0.01631313,0.138848625,48.47510883,450.9574273,15.46957623,28.27199888,1.74E-05,0.441027552,7430,cereal products,Breads and viennese pastries,0.003087193,0.007049729
"Croutons, plain, prepacked, processed in FR | Ambient (short) | Cardboard | at supermarket {FR} S","Croutons, plain, prepacked",7,1.007104119,2.05E-07,0.557880576,0.00842507,2.47E-07,1.68E-07,3.71E-09,0.033628226,0.000521471,0.01631313,0.138848625,48.47510883,450.9574273,15.46957623,28.27199888,1.74E-05,0.441027552,7432,cereal products,Breads and viennese pastries,0.003087193,0.007049729
"Raspberry, coulis, processed in FR | Ambient (long) | HDPE | at supermarket {FR} S","Raspberry, coulis",40,2.180658663,2.17E-07,0.342787894,0.010704089,3.31E-07,1.16E-07,6.61E-09,0.048080334,0.001477258,0.016103932,0.186529499,162.6900841,134.5857163,3.884420746,29.24843279,1.47E-05,0.442927737,4,"fruits, vegetables, legumes and oilseeds",fruits,0.017717109,0.087226347
"Gazelle horn (oriental pastry with almonds and syrup), processed in FR | Ambient (long) | PS | at supermarket {FR} S",Gazelle horn (oriental pastry with almonds and syrup),55,2.398614063,1.56E-07,0.608629083,0.009203251,2.54E-07,6.11E-08,2.52E-09,0.036142834,0.000556985,0.024556071,0.149847692,106.1437113,212.1524532,11.55430957,29.37901246,1.20E-05,0.443314267,23301,cereal products,cakes and pastry,0.024382285,0.131923773
"Sushi or maki with seafood products, processed in FR | Chilled | PP | at supermarket {FR} S",Sushi or maki with seafood products,140,2.495464697,1.81E-07,0.329967807,0.009986476,1.66E-07,2.01E-07,1.60E-09,0.01796677,0.000591763,0.015046427,0.055973051,29.9151608,70.03430635,23.00461127,28.0314034,1.59E-05,0.443749832,25456,ready meals and starters,ready meals,0.062124977,0.349365058
