Unit,,g,kg CO2 eq,kg CFC11 eq,kBq U-235 eq,kg NMVOC eq,disease inc.,CTUh,CTUh,mol H+ eq,kg P eq,kg N eq,mol N eq,CTUe,Pt,m3 depriv.,MJ,kg Sb eq,mPt,,,,mPt,kg CO2 eq
Food item in AGB 3.1 (SimaPro name),Food item in AGB 3.1 (short name),Serving size (g),Climate change per kg,Ozone depletion,Ionising radiation,Photochemical ozone formation,Particulate matter,"Human toxicity, non-cancer","Human toxicity, cancer",Acidification,"Eutrophication, freshwater","Eutrophication, marine","Eutrophication, terrestrial","Ecotoxicity, freshwater",Land use,Water use,"Resource use, fossils","Resource use, minerals and metals",Single score per kg,CIQUAL code,Food group,Food sub group,Single score per serving,Climate change per serving
"Tomato juice, pure juice (average), processed in FR | Ambient (long) | PET | at supermarket {FR} S","Tomato juice, pure juice (average)",240,0.489623377,3.59E-07,0.131598743,0.001903549,3.30E-08,1.30E-08,4.16E-10,0.003496759,7.73E-05,0.001601038,0.012084163,10.6514782,11.58240496,4.375965539,9.067117502,1.04E-05,0.09568791,2053,beverages,non-alcoholic beverages,0.022965098,0.117509611
"French bean, canned, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","French bean, canned, drained",80,0.609489764,9.03E-08,0.141162322,0.0020449,4.71E-08,5.36E-09,1.29E-09,0.004919298,0.000155679,0.002059074,0.018974826,5.22633545,50.14301435,3.88481675,9.658874232,2.67E-06,0.095761052,20062,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007660884,0.048759181
"Butter bean or yellow bean, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Butter bean or yellow bean, canned, drained",80,0.639166346,9.43E-08,0.138576729,0.002166794,4.87E-08,5.45E-09,1.41E-09,0.004906991,0.00016408,0.002033632,0.018755708,5.235208937,48.64990075,3.756501596,9.957361113,2.55E-06,0.096263194,20063,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007701056,0.051133308
"Tamarind, mature fruit, pulp, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Tamarind, mature fruit, pulp, raw",40,0.361050022,7.46E-08,0.027206845,0.001340149,4.66E-08,3.85E-09,3.95E-10,0.005777946,8.11E-05,0.002409768,0.024183134,4.96958916,76.18247743,5.824107768,4.349073031,2.04E-06,0.09626945,13080,"fruits, vegetables, legumes and oilseeds",fruits,0.003850778,0.014442001
"Rye, whole, raw, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Rye, whole, raw",45,0.641558217,6.96E-08,0.129665226,0.002533352,5.44E-08,3.07E-08,1.04E-09,0.006729513,0.000184466,0.010363047,0.025321749,8.285340117,25.0752509,0.354849201,11.56953003,5.92E-06,0.096579896,9390,cereal products,"pasta, rice and grains",0.004346095,0.02887012
"Still soft drink with tea extract, flavoured, with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Still soft drink with tea extract, flavoured, with sugar",240,0.491162557,8.11E-07,0.210124665,0.001580442,4.21E-08,7.28E-09,3.86E-10,0.003981376,9.35E-05,0.001555857,0.014300594,7.546953538,17.05276324,2.195585411,10.71533326,2.16E-05,0.097148631,18075,beverages,non-alcoholic beverages,0.023315672,0.117879014
"Still soft drink with tea extract, flavoured, without sugar and with artificial sweeteners, processed in FR | Chilled | PET | at supermarket {FR} S","Still soft drink with tea extract, flavoured, without sugar and with artificial sweeteners",240,0.491162557,8.11E-07,0.210124665,0.001580442,4.21E-08,7.28E-09,3.86E-10,0.003981376,9.35E-05,0.001555857,0.014300594,7.546953538,17.05276324,2.195585411,10.71533326,2.16E-05,0.097148631,18065,beverages,non-alcoholic beverages,0.023315672,0.117879014
"Still soft drink with tea extract, with sugar and artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Still soft drink with tea extract, with sugar and artificial sweetener(s)",240,0.491162557,8.11E-07,0.210124665,0.001580442,4.21E-08,7.28E-09,3.86E-10,0.003981376,9.35E-05,0.001555857,0.014300594,7.546953538,17.05276324,2.195585411,10.71533326,2.16E-05,0.097148631,18015,beverages,non-alcoholic beverages,0.023315672,0.117879014
"Soy dessert, plain, refrigerated, processed in FR | Chilled | PP | at supermarket {FR} S","Soy dessert, plain, refrigerated",130,0.747042533,9.18E-08,0.626262089,0.002227923,4.55E-08,1.24E-08,5.56E-10,0.00507266,0.000144718,0.002907798,0.017548757,5.685984529,28.95240395,0.404629975,22.7734365,4.41E-06,0.097280658,19693,milk and dairy products,dairy products and similar,0.012646486,0.097115529
"French fries or chips, frozen, raw, intended to be deep-fried, processed in FR | Frozen | LDPE | at supermarket {FR} S","French fries or chips, frozen, raw, intended to be deep-fried",85,0.726717193,8.97E-08,0.636516127,0.002373066,3.86E-08,1.48E-08,5.17E-10,0.003920244,0.000161882,0.001734253,0.012088035,5.608832789,20.26729709,0.943234233,23.02849992,5.66E-06,0.097321791,4046,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.008272352,0.061770961
"French fries or chips, frozen, raw, intended to be microwaved, processed in FR | Frozen | LDPE | at supermarket {FR} S","French fries or chips, frozen, raw, intended to be microwaved",85,0.726717193,8.97E-08,0.636516127,0.002373066,3.86E-08,1.48E-08,5.17E-10,0.003920244,0.000161882,0.001734253,0.012088035,5.608832789,20.26729709,0.943234233,23.02849992,5.66E-06,0.097321791,4045,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.008272352,0.061770961
"French fries or chips, frozen, raw, intended to be roasted/baked, processed in FR | Frozen | LDPE | at supermarket {FR} S","French fries or chips, frozen, raw, intended to be roasted/baked",85,0.726717193,8.97E-08,0.636516127,0.002373066,3.86E-08,1.48E-08,5.17E-10,0.003920244,0.000161882,0.001734253,0.012088035,5.608832789,20.26729709,0.943234233,23.02849992,5.66E-06,0.097321791,4044,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.008272352,0.061770961
"Sweet pepper, green, cooked, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Sweet pepper, green, cooked",80,1.01473531,9.36E-08,0.196899169,0.003193535,4.53E-08,1.25E-08,3.76E-10,0.004869476,0.000276824,0.00174303,0.011760284,5.315691712,6.383667741,1.232687114,16.94770886,6.08E-06,0.097498497,20086,"fruits, vegetables, legumes and oilseeds",Vegetables,0.00779988,0.081178825
"Sweet pepper, red, cooked, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Sweet pepper, red, cooked",80,1.01473531,9.36E-08,0.196899169,0.003193535,4.53E-08,1.25E-08,3.76E-10,0.004869476,0.000276824,0.00174303,0.011760284,5.315691712,6.383667741,1.232687114,16.94770886,6.08E-06,0.097498497,20088,"fruits, vegetables, legumes and oilseeds",Vegetables,0.00779988,0.081178825
"Bread, French bread (baguette or ball), with yeast, processed in FR | Ambient (short) | Paper | at supermarket {FR} S","Bread, French bread (baguette or ball), with yeast",50,0.660874196,7.17E-08,0.48628914,0.00197762,5.82E-08,1.32E-08,8.29E-10,0.007489321,0.000153543,0.005631181,0.030532296,9.077376935,56.91266151,0.272769846,15.38820669,3.52E-06,0.097498595,7002,cereal products,Breads and viennese pastries,0.00487493,0.03304371
"Tomato coulis, canned (tomato puree semi-reduced 11%), processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Tomato coulis, canned (tomato puree semi-reduced 11%)",60,0.663605048,9.17E-08,0.867686429,0.002419228,4.19E-08,1.22E-08,1.47E-09,0.003281302,0.000156165,0.001189055,0.009779394,3.114156238,0.368556753,1.182122694,25.14777607,4.52E-06,0.09800861,20260,"fruits, vegetables, legumes and oilseeds",Vegetables,0.005880517,0.039816303
"Tomato pulp, canned, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Tomato pulp, canned",60,0.663605048,9.17E-08,0.867686429,0.002419228,4.19E-08,1.22E-08,1.47E-09,0.003281302,0.000156165,0.001189055,0.009779394,3.114156238,0.368556753,1.182122694,25.14777607,4.52E-06,0.09800861,20169,"fruits, vegetables, legumes and oilseeds",Vegetables,0.005880517,0.039816303
"Tomato puree, canned, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Tomato puree, canned",60,0.663605048,9.17E-08,0.867686429,0.002419228,4.19E-08,1.22E-08,1.47E-09,0.003281302,0.000156165,0.001189055,0.009779394,3.114156238,0.368556753,1.182122694,25.14777607,4.52E-06,0.09800861,20170,"fruits, vegetables, legumes and oilseeds",Vegetables,0.005880517,0.039816303
"Tomato, peeled, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Tomato, peeled, canned, drained",80,0.663605048,9.17E-08,0.867686429,0.002419228,4.19E-08,1.22E-08,1.47E-09,0.003281302,0.000156165,0.001189055,0.009779394,3.114156238,0.368556753,1.182122694,25.14777607,4.52E-06,0.09800861,20048,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007840689,0.053088404
"Wheat flour, type 110, processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Wheat flour, type 110",30,0.719500637,6.43E-08,0.187767865,0.002137376,6.90E-08,9.05E-09,1.04E-09,0.009588744,0.000161435,0.006247299,0.040439653,12.45429897,83.15739337,0.324897984,8.472669395,3.90E-06,0.09812156,9410,cereal products,flours and pastry dough,0.002943647,0.021585019
"Wheat flour, self-raising, processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Wheat flour, self-raising",30,0.719565405,6.43E-08,0.18777294,0.002137534,6.90E-08,9.05E-09,1.04E-09,0.009588929,0.00016144,0.006247336,0.040440061,12.45464228,83.15808621,0.324901666,8.473656539,3.90E-06,0.09812659,9437,cereal products,flours and pastry dough,0.002943798,0.021586962
"Wheat flour, type 150, processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Wheat flour, type 150",30,0.719565405,6.43E-08,0.18777294,0.002137534,6.90E-08,9.05E-09,1.04E-09,0.009588929,0.00016144,0.006247336,0.040440061,12.45464228,83.15808621,0.324901666,8.473656539,3.90E-06,0.09812659,9415,cereal products,flours and pastry dough,0.002943798,0.021586962
"Wheat flour, type 55 (for bread), processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Wheat flour, type 55 (for bread)",30,0.719565405,6.43E-08,0.18777294,0.002137534,6.90E-08,9.05E-09,1.04E-09,0.009588929,0.00016144,0.006247336,0.040440061,12.45464228,83.15808621,0.324901666,8.473656539,3.90E-06,0.09812659,9436,cereal products,flours and pastry dough,0.002943798,0.021586962
"Wheat flour, type 55 (for pastry), processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Wheat flour, type 55 (for pastry)",30,0.719565405,6.43E-08,0.18777294,0.002137534,6.90E-08,9.05E-09,1.04E-09,0.009588929,0.00016144,0.006247336,0.040440061,12.45464228,83.15808621,0.324901666,8.473656539,3.90E-06,0.09812659,9440,cereal products,flours and pastry dough,0.002943798,0.021586962
"Wheat flour, type 65, processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Wheat flour, type 65",30,0.719565405,6.43E-08,0.18777294,0.002137534,6.90E-08,9.05E-09,1.04E-09,0.009588929,0.00016144,0.006247336,0.040440061,12.45464228,83.15808621,0.324901666,8.473656539,3.90E-06,0.09812659,9435,cereal products,flours and pastry dough,0.002943798,0.021586962
"Wheat flour, type 80, processed in FR | Ambient (long) | Paper | at supermarket {FR} S","Wheat flour, type 80",30,0.719900986,6.44E-08,0.187783513,0.002137551,6.90E-08,9.05E-09,1.04E-09,0.009589199,0.00016142,0.006247228,0.040438952,12.4564506,83.16172814,0.324911606,8.478809223,3.91E-06,0.098148512,9445,cereal products,flours and pastry dough,0.002944455,0.02159703
"Mediterranean mussel, raw, processed in FR | Chilled | PS | at supermarket {FR} S","Mediterranean mussel, raw",110,0.900565326,1.39E-07,0.230991829,0.006665453,4.25E-08,5.74E-09,4.94E-10,0.006355062,9.87E-05,0.002202056,0.023732934,3.583971729,61.14800425,0.263069234,18.34502298,5.62E-06,0.098363118,10026,"meat, eggs, fish","seafood, raw",0.010819943,0.099062186
"Mussel, common, raw, processed in FR | Chilled | PS | at supermarket {FR} S","Mussel, common, raw",110,0.900565326,1.39E-07,0.230991829,0.006665453,4.25E-08,5.74E-09,4.94E-10,0.006355062,9.87E-05,0.002202056,0.023732934,3.583971729,61.14800425,0.263069234,18.34502298,5.62E-06,0.098363118,10014,"meat, eggs, fish","seafood, raw",0.010819943,0.099062186
"Rolls for hamburger/hotdog (buns), wholemeal, prepacked, processed in FR | Ambient (short) | Paper | at supermarket {FR} S","Rolls for hamburger/hotdog (buns), wholemeal, prepacked",50,0.681771209,6.93E-08,0.484123554,0.001949218,6.01E-08,1.10E-08,8.47E-10,0.007962097,0.000144709,0.005307689,0.032781218,9.709656838,62.26464965,0.288246988,15.1949357,3.35E-06,0.098726361,7262,cereal products,Breads and viennese pastries,0.004936318,0.03408856
"Garden peas, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Garden peas, raw",80,0.666191649,1.02E-07,0.110055986,0.002306326,2.97E-08,8.10E-09,1.61E-09,0.003634037,0.000326706,0.010977245,0.01389745,19.88527697,157.9400072,0.863427461,6.858525886,2.85E-06,0.098975137,20072,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007918011,0.053295332
"Snow pea, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Snow pea, raw",80,0.666191649,1.02E-07,0.110055986,0.002306326,2.97E-08,8.10E-09,1.61E-09,0.003634037,0.000326706,0.010977245,0.01389745,19.88527697,157.9400072,0.863427461,6.858525886,2.85E-06,0.098975137,20173,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007918011,0.053295332
"Soup, minestrone, prepacked, to be reheated, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Soup, minestrone, prepacked, to be reheated",245,0.512022258,7.70E-08,0.494078906,0.001871951,4.90E-08,2.17E-08,5.92E-10,0.005098815,0.000131193,0.003057525,0.019740409,7.338487302,49.22411782,2.286083444,16.16275812,3.91E-06,0.098984018,25916,ready meals and starters,soups,0.024251084,0.125445453
"Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated",245,0.512022258,7.70E-08,0.494078906,0.001871951,4.90E-08,2.17E-08,5.92E-10,0.005098815,0.000131193,0.003057525,0.019740409,7.338487302,49.22411782,2.286083444,16.16275812,3.91E-06,0.098984018,25953,ready meals and starters,soups,0.024251084,0.125445453
"Basil, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Basil, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11033,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Chervil, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Chervil, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11002,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Dill, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Dill, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11093,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Mint, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Mint, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11027,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Rosemary, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Rosemary, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11068,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Sage, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Sage, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11069,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Tarragon, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Tarragon, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11092,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Thyme, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Thyme, fresh",3.75,0.50374833,4.96E-08,0.112895185,0.001965786,5.46E-08,8.89E-09,4.78E-10,0.00643692,0.000151596,0.003150559,0.02471359,4.22953716,29.05084444,4.231293098,9.993040613,3.81E-06,0.099628918,11070,culinary aids and other ingredients,herbs,0.000373608,0.001889056
"Bread, French bread, baguette, processed in FR | Ambient (short) | Paper | at supermarket {FR} S","Bread, French bread, baguette",50,0.687522078,7.03E-08,0.485374652,0.001996752,6.06E-08,1.11E-08,8.49E-10,0.007988619,0.000158095,0.005307068,0.032841559,9.719372183,64.24239846,0.291735979,15.29470091,3.38E-06,0.099696483,7001,cereal products,Breads and viennese pastries,0.004984824,0.034376104
"Bread, French bread, baguette, unsalted, processed in FR | Ambient (short) | Paper | at supermarket {FR} S","Bread, French bread, baguette, unsalted",50,0.687522078,7.03E-08,0.485374652,0.001996752,6.06E-08,1.11E-08,8.49E-10,0.007988619,0.000158095,0.005307068,0.032841559,9.719372183,64.24239846,0.291735979,15.29470091,3.38E-06,0.099696483,7007,cereal products,Breads and viennese pastries,0.004984824,0.034376104
"Bread, French bread, ball, 400g, processed in FR | Ambient (short) | Paper | at supermarket {FR} S","Bread, French bread, ball, 400g",50,0.687522078,7.03E-08,0.485374652,0.001996752,6.06E-08,1.11E-08,8.49E-10,0.007988619,0.000158095,0.005307068,0.032841559,9.719372183,64.24239846,0.291735979,15.29470091,3.38E-06,0.099696483,7012,cereal products,Breads and viennese pastries,0.004984824,0.034376104
"Bread, French bread, without salt, processed in FR | Ambient (short) | Paper | at supermarket {FR} S","Bread, French bread, without salt",50,0.687522078,7.03E-08,0.485374652,0.001996752,6.06E-08,1.11E-08,8.49E-10,0.007988619,0.000158095,0.005307068,0.032841559,9.719372183,64.24239846,0.291735979,15.29470091,3.38E-06,0.099696483,7160,cereal products,Breads and viennese pastries,0.004984824,0.034376104
"Bread, home-made, with flour for home-made bread preparation, processed in FR | Ambient (short) | Paper | at supermarket {FR} S","Bread, home-made, with flour for home-made bread preparation",50,0.687522078,7.03E-08,0.485374652,0.001996752,6.06E-08,1.11E-08,8.49E-10,0.007988619,0.000158095,0.005307068,0.032841559,9.719372183,64.24239846,0.291735979,15.29470091,3.38E-06,0.099696483,7260,cereal products,Breads and viennese pastries,0.004984824,0.034376104
